image_id,filename,category,caption,caption_detailed
88,img_00088.jpg,people_walking,black and white photo of people walking down the street,a detailed description of the night in black and white
89,img_00089.jpg,people_walking,a group of people walking down a city street,a detailed description of a street in paris
90,img_00090.jpg,people_walking,a person walking down a street in a city,a detailed description of street photography by person
91,img_00091.jpg,people_walking,a group of people walking across a street,a detailed description of a person walking across a crosswalk
92,img_00092.jpg,people_walking,people walking down the street from a window,a detailed description of hong ' s streets
93,img_00093.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down the street
94,img_00094.jpg,people_walking,people walking down a street lined with trees,a detailed description of the best things to do in seoul
95,img_00095.jpg,people_walking,a group of people walking across a crosswalk,a detailed description of nyc ' s most pedestrian crossings
96,img_00096.jpg,people_walking,two people walking down the street in a city,a detailed description of two people walking down a street
97,img_00097.jpg,people_walking,a black and white photo of two people walking on a sidewalk,a detailed description of two people walking on a sidewalk
98,img_00098.jpg,people_walking,a group of people walking down a street,a detailed description of the streets of amsterdam
99,img_00099.jpg,people_walking,black and white photo of people walking down the street,a detailed description of a crowd of people walking down a street
100,img_00100.jpg,people_walking,people walking down the street in london,a detailed description of the best things to do in london
101,img_00101.jpg,people_walking,a woman walking down the street in front of a store,a detailed description of a woman walking down the street
102,img_00102.jpg,people_walking,a group of people walking across a crosswalk,a detailed description of people walking across a crosswalk on a sidewalk
103,img_00103.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down the street
104,img_00104.jpg,people_walking,a crowd of people walking down a street,"a detailed description of the best things to do in paris, including the best things to do in paris, the best things to do in paris"
105,img_00105.jpg,people_walking,people walking down a cobbed street in the old town,"a detailed description of the best things to do in florence, italy"
106,img_00106.jpg,people_walking,a group of people walking down a street,a detailed description of the best places to visit in auckland
107,img_00107.jpg,people_walking,a black and white photo of people walking down a street,"a detailed description of the streets of rome, italy"
108,img_00108.jpg,people_walking,people walking down a narrow street in the evening,"a detailed description of things to do in florence, italy"
109,img_00109.jpg,people_walking,people walking down a street with palm trees,"a detailed description of the best things to do in havana, cuba"
110,img_00110.jpg,people_walking,a man and woman walking down the street,"a detailed description of the best things to do in paris, including the best things to do in paris"
111,img_00111.jpg,people_walking,a group of people walking down a street,a detailed description of a group of people walking down a street
112,img_00112.jpg,people_walking,a group of people walking down a street,a detailed description of a person walking down a street
113,img_00113.jpg,people_walking,people walking down a narrow street in the old town,a detailed description of the narrow streets of rome
114,img_00114.jpg,people_walking,a man walking down the street in front of a building,a detailed description of street art in paris
115,img_00115.jpg,people_walking,people walking down a narrow street in the city,a detailed description of the best things to do in dublin
116,img_00116.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down the street
117,img_00117.jpg,people_walking,a group of people crossing the street,a detailed description of people crossing the street
118,img_00118.jpg,people_walking,people walking down the street in a city,"a detailed description of the streets of prague, czech"
119,img_00119.jpg,people_walking,a man and a woman crossing the street,a detailed description of people walking across a crosswalk
120,img_00120.jpg,people_walking,a group of people walking down a street,a detailed description of the city ' s streets
121,img_00121.jpg,people_walking,a crowd of people walking down a street,a detailed description of people walking down a city street
122,img_00122.jpg,people_walking,a black and white photo of a woman walking down the street,"a detailed description of the streets of barcelona, spain"
123,img_00123.jpg,people_walking,people walking down the street in a city,"a detailed description of the streets of rome, italy"
124,img_00124.jpg,people_walking,a group of people crossing a street in a city,a detailed description of people walking across a crosswalk at a crosswalk
125,img_00125.jpg,people_walking,a group of people walking down a sidewalk,a detailed description of a person walking down a sidewalk
126,img_00126.jpg,people_walking,a black and white photo of people walking down a street,a detailed description of the streets of paris
127,img_00127.jpg,people_walking,a city street filled with cars and pedestrians,a detailed description of the streets of new york
128,img_00128.jpg,people_walking,a group of people walking down a street,a detailed description of a group of people walking down a street
129,img_00129.jpg,people_walking,a man walking down the street in a city,a detailed description of the best street style in the world
130,img_00130.jpg,people_walking,people walking down the street in a city,"a detailed description of the streets of dublin, ireland"
131,img_00131.jpg,people_walking,a group of people walking down a sidewalk,a detailed description of a city street
132,img_00132.jpg,people_walking,people walking down a city street at sunset,a detailed description of the best things to do in paris
133,img_00133.jpg,people_walking,three children walking down the street,a detailed description of three children walking down a street
134,img_00134.jpg,people_walking,a black and white photo of people walking down a street,a detailed description of the history of the city
135,img_00135.jpg,people_walking,two people walking down the street in a city,a detailed description of seoul ' s streets
136,img_00136.jpg,people_walking,a group of people walking down a street,a detailed description of london ' s high - tech streets
137,img_00137.jpg,people_walking,black and white photo of people walking down the street,a detailed description of the city ' s streets
138,img_00138.jpg,people_walking,a group of people crossing the street,a detailed description of people crossing the street
139,img_00139.jpg,people_walking,a group of people walking down a street,a detailed description of the best things to do in melbourne ' s cbd markets
140,img_00140.jpg,people_walking,a black and white photo of people walking down a street,a detailed description of the silhouettes of people walking down a street
141,img_00141.jpg,people_walking,a group of people crossing the street,a detailed description of a city street
142,img_00142.jpg,people_walking,a city street with people walking on it,"a detailed description of the streets of lisbon, portugal"
143,img_00143.jpg,people_walking,people walking down the street in a city,a detailed description of the best things to do in copenhagen
144,img_00144.jpg,people_walking,a person walking down a street in a small town,a detailed description of the narrow streets of the old town
145,img_00145.jpg,people_walking,people walking down the street in a city,a detailed description of the main street in the old town
146,img_00146.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down the street
147,img_00147.jpg,people_walking,people crossing the street in front of a brick building,a detailed description of the city ' s streets is shown in this image
148,img_00148.jpg,people_walking,a group of people walking down the street,a detailed description of the best places to visit in paris
149,img_00149.jpg,people_walking,a crowd of people walking down a city street,a detailed description of the best things to do in melbourne
150,img_00150.jpg,people_walking,people crossing the street in front of an old building,a detailed description of hong ' s streets
151,img_00151.jpg,people_walking,a group of people walking down a city street,a detailed description of the best things to do in new york
152,img_00152.jpg,people_walking,a black and white photo of people walking down the street,"a detailed description of the scene in the film ` ` ` `, ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"
153,img_00153.jpg,people_walking,two people walking down a city street,a detailed description of a couple walking down the street
154,img_00154.jpg,people_walking,a man and a woman walking down a street,a detailed description of a couple walking down the street
155,img_00155.jpg,people_walking,a group of people walking down a city street,a detailed description of people walking down the street
156,img_00156.jpg,people_walking,people walking down a street in a city,a detailed description of hong ' s streets
157,img_00157.jpg,people_walking,black and white photo of people walking down the street,a detailed description of the shadows of people walking down a city street
158,img_00158.jpg,people_walking,a black and white photo of people walking down the street,a detailed description of the streets in the city
159,img_00159.jpg,people_walking,a man and woman walking down the street,a detailed description of a man and woman walking down a city street
160,img_00160.jpg,people_walking,people walking down the street in front of a building,"a detailed description of a street scene in hong, taken from a car window"
161,img_00161.jpg,people_walking,a group of people walking down a sidewalk,a detailed description of people walking down the street
162,img_00162.jpg,people_walking,a black and white photo of people crossing the street,a detailed description of the city ' s streets
163,img_00163.jpg,people_walking,people walking down a street in a city,a detailed description of the streets of paris
164,img_00164.jpg,people_walking,people walking down the street in a small town,"a detailed description of the best things to do in cusco, peru"
165,img_00165.jpg,people_walking,people walking down the street,a detailed description of a city
166,img_00166.jpg,people_walking,a group of people crossing a street in a city,a detailed description of a street scene
167,img_00167.jpg,people_walking,a group of people walking down a cobbled street,"a detailed description of the streets of lisbon, portugal"
168,img_00168.jpg,people_walking,a group of people walking down a city street,a detailed description of south korea ' s smart streets
169,img_00169.jpg,people_walking,two people walking down the street,a detailed description of people walking down the street
170,img_00170.jpg,people_walking,two people walking down the street in a city,a detailed description of black and white street photography by person
171,img_00171.jpg,people_walking,a black and white photo of people walking down the street,a detailed description of black and white street photography by person
172,img_00172.jpg,people_walking,people walking through an alley in the city,a detailed description of the best things to do in hong
173,img_00173.jpg,people_walking,"people crossing the street in times square in new york, new york","a detailed description of times square in new york, new york"
174,img_00174.jpg,people_walking,a group of people walking down a city street,a detailed description of people walking down the street
175,img_00175.jpg,people_walking,a black and white photo of people walking down the street,a detailed description of a group of people crossing a street in berlin
176,img_00176.jpg,people_walking,a crowd of people walking down a street,a detailed description of the best things to do in quebec
177,img_00177.jpg,people_walking,a group of people walking down a street,a detailed description of the city ' s streets
178,img_00178.jpg,people_walking,a group of people walking down a city street,"a detailed description of the streets of barcelona, spain"
179,img_00179.jpg,people_walking,a black and white photo of people walking down the street,"a detailed description of a street scene in paris, france"
180,img_00180.jpg,people_walking,a black and white photo of people walking down a street,a detailed description of the streets of amsterdam
181,img_00181.jpg,people_walking,a group of people walking down a narrow street,a detailed description of the narrow streets of rome
182,img_00182.jpg,people_walking,a group of people crossing the street,a detailed description of people walking across a crosswalk
183,img_00183.jpg,people_walking,a person walking down the street with a backpack,"a detailed description of the streets of reykjavik, iceland"
184,img_00184.jpg,people_walking,a man and woman walking down a city street,a detailed description of a couple walking down the street
185,img_00185.jpg,people_walking,a group of people walking down a city street,a detailed description of nyc ' s streets
186,img_00186.jpg,people_walking,a group of people walking across a street,a detailed description of mexico ' s most tourist attractions
187,img_00187.jpg,people_walking,a group of people walking down a city street,a detailed description of the new york subway system
188,img_00188.jpg,people_walking,a man and woman walking down a city street,a detailed description of a couple walking down a city street
189,img_00189.jpg,people_walking,a crowd of people walking around a plaza,a detailed description of a crowd of people in a plaza
190,img_00190.jpg,people_walking,a crowd of people walking down a street,a detailed description of istanbul ' s most shopping streets
191,img_00191.jpg,people_walking,people walking down the street in a city,a detailed description of the streets of paris - paris stock videos & royalty - free footage
192,img_00192.jpg,people_walking,a group of people walking down a street,a detailed description of the streets of havana
193,img_00193.jpg,people_walking,a group of people walking across a street,a detailed description of a crowd of people walking across a street
194,img_00194.jpg,people_walking,a woman walking down the street in front of a building,a detailed description of the light and shadow of a woman walking in an old building
195,img_00195.jpg,people_walking,a man walking down a street in a small town,a detailed description of a man walking down a street
196,img_00196.jpg,people_walking,a group of people walking down a busy street,a detailed description of a crowd of people walking down the street
197,img_00197.jpg,people_walking,a group of people walking down a street,a detailed description of people walking in the park
198,img_00198.jpg,people_walking,two people walking down a narrow street in a small town,a detailed description of the best things to do in japan
199,img_00199.jpg,people_walking,a group of people walking down a street,a detailed description of the street in front of my house
200,img_00200.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down a street
201,img_00201.jpg,people_walking,a crowd of people walking down a city street,"a detailed description of the streets of milan, italy"
202,img_00202.jpg,people_walking,a group of people walking down a street,"a detailed description of the streets of istanbul, turkey"
203,img_00203.jpg,people_walking,a group of people walking down a street holding umbrellas,a detailed description of people walking in the rain
204,img_00204.jpg,people_walking,a group of people walking down a city street,a detailed description of people walking down a street
205,img_00205.jpg,people_walking,a group of people walking across a crosswalk,a detailed description of a crosswalk in a city
206,img_00206.jpg,people_walking,a black and white photo of two people walking down the street,a detailed description of black and white photography by person
207,img_00207.jpg,people_walking,people crossing the street in front of a building,a detailed description of london ' s famous streets
208,img_00208.jpg,people_walking,a group of people walking down a city street,a detailed description of people walking down a city street
209,img_00209.jpg,people_walking,a group of people walking across a crosswalk,a detailed description of people walking across a crosswalk
210,img_00210.jpg,people_walking,a woman walking down the street in a city,a detailed description of a woman walking down the street
211,img_00211.jpg,people_walking,a group of people walking down a street,a detailed description of the best backpacking destinations in europe
212,img_00212.jpg,people_walking,a black and white photo of people walking down a street,a detailed description of the streets of paris
213,img_00213.jpg,people_walking,people walking down the street in the old town,a detailed description of the best things to do in the old city of split croatia
214,img_00214.jpg,people_walking,three people walking down the street in a city,a detailed description of hong ' s most - known street culture
215,img_00215.jpg,people_walking,a group of people walking down a narrow street,a detailed description of the streets of paris
216,img_00216.jpg,people_walking,people walking in front of an old building,a detailed description of the architecture of the city of istanbul
217,img_00217.jpg,people_walking,a person walking down a street in a small town,a detailed description of one of the best places to visit in japan
218,img_00218.jpg,people_walking,a person walking down a street with trees in the background,a detailed description of the sun shining through the trees in the middle of the street
219,img_00219.jpg,people_walking,people walking down the street in a city,a detailed description of the best things to do in paris
220,img_00220.jpg,people_walking,an empty street in the old city of valle,a detailed description of the best things to do in malta
221,img_00221.jpg,people_walking,a group of people walking down a street,a detailed description of the streets of paris
222,img_00222.jpg,people_walking,a woman wearing a mask and walking down the street,"a detailed description of the corona crisis in new york, new york, new york, new york"
223,img_00223.jpg,people_walking,people walking down the street in front of tall buildings,"a detailed description of the city of sao, brazil"
224,img_00224.jpg,people_walking,black and white photo of people walking down the street,a detailed description of the people walking around the city
225,img_00225.jpg,people_walking,a black and white photo of people crossing a street,a detailed description of a crosswalk on a busy street
226,img_00226.jpg,people_walking,a group of people walking down stairs in a city,a detailed description of the world ' s most dangerous cities
227,img_00227.jpg,people_walking,a group of people walking down a street,"a detailed description of the town ' s history and history, including the history of the town"
228,img_00228.jpg,people_walking,a man crosses the street in front of an office building,a detailed description of some of the city ' s most skyscrapers
229,img_00229.jpg,people_walking,a group of people walking down a street,"a detailed description of the streets of paris, france"
230,img_00230.jpg,people_walking,people walking down a narrow street in a city,a detailed description of the narrow streets of rome
231,img_00231.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down a busy street
232,img_00232.jpg,people_walking,a couple walking down the street in front of a building,a detailed description of london ' s best engagement photos
233,img_00233.jpg,people_walking,a group of people walking down a city street,a detailed description of people walking down a city street
234,img_00234.jpg,people_walking,people walking down the street in a city,a detailed description of the best things to do in copenhagen
235,img_00235.jpg,people_walking,black and white photo of people walking down the street,a detailed description of the streets of paris
236,img_00236.jpg,people_walking,a black and white photo of people walking down a street,a detailed description of the alleys and alleys surrounding the city
237,img_00237.jpg,people_walking,two people walking down a street in a city,a detailed description of the streets of barcelona
238,img_00238.jpg,people_walking,a group of people walking down a street,a detailed description of the streets of london
239,img_00239.jpg,people_walking,a black and white photo of two children walking down a dirt road,a detailed description of person ' s life in the slovy slovy slovy slovy slovy slovy slovy sl
240,img_00240.jpg,people_walking,a city street with people walking down it,a detailed description of the streets of paris
241,img_00241.jpg,people_walking,a group of people walking down a street,a detailed description of the streets of new orleans
242,img_00242.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down a narrow street
243,img_00243.jpg,people_walking,a group of people walking down a sidewalk,a detailed description of people walking on a sidewalk
244,img_00244.jpg,people_walking,a group of people walking down a street,a detailed description of india ' s poor cities
245,img_00245.jpg,people_walking,people walking down the street in a small town,a detailed description of the best things to do in istanbul
246,img_00246.jpg,people_walking,a group of people walking down a street,a detailed description of a street scene in black and white
247,img_00247.jpg,people_walking,a group of people walking down a sidewalk,a detailed description of the city ' s streets is included in this image
248,img_00248.jpg,people_walking,a group of people walking down a street,a detailed description of a group of people walking down a street
249,img_00249.jpg,people_walking,a man walking down the street in front of a building,a detailed description of the architecture of paris
250,img_00250.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down the street
251,img_00251.jpg,people_walking,a group of people walking down the street,a detailed description of people walking down the street
252,img_00252.jpg,people_walking,a group of people walking down a street,"a detailed description of the streets of dublin, ireland"
253,img_00253.jpg,people_walking,a group of people walking down a street,a detailed description of india ' s poor cities
254,img_00254.jpg,people_walking,two people walking down the street in front of a building,a detailed description of berlin ' s street art scene
255,img_00255.jpg,people_walking,a group of people walking down a street,a detailed description of paris ' s streets
256,img_00256.jpg,people_walking,people walking across a crosswalk in a city,a detailed description of a busy city street
257,img_00257.jpg,people_walking,a group of people walking across a crosswalk,a detailed description of people crossing the street
258,img_00258.jpg,people_walking,a man and a woman walking down a street,a detailed description of a man and a woman crossing a street
259,img_00259.jpg,people_walking,a man walking down a sidewalk next to parked cars,a detailed description of a person walking down a sidewalk
260,img_00260.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down the street
261,img_00261.jpg,people_walking,a black and white photo of people walking down the street,a detailed description of the city ' s streets
262,img_00262.jpg,people_walking,a group of people walking across a crosswalk,a detailed description of a busy city street
263,img_00263.jpg,people_walking,people crossing the street,a detailed description of a crosswalk in a city
264,img_00264.jpg,people_walking,a group of people walking down a city street,a detailed description of a city street
265,img_00265.jpg,people_walking,a man and a woman walking down the street,a detailed description of people walking down the street
266,img_00266.jpg,people_walking,a man walking down a street in a city,a detailed description of a man walking down the street
267,img_00267.jpg,people_walking,a man walking through a doorway in the middle of a city,"a detailed description of the shooting occurred in san, california, on friday, july 20, 2019"
268,img_00268.jpg,people_walking,a bike parked on the side of a street,a detailed description of a bicycle parked on a sidewalk
269,img_00269.jpg,people_walking,a group of people walking down a snowy street,a detailed description of the city ' s snow - covered streets
270,img_00270.jpg,people_walking,a street sign sitting on the side of a road,a detailed description of a pedestrian crossing sign on a street
271,img_00271.jpg,people_walking,a person walking down a sidewalk at sunset,a detailed description of a person walking down a street
272,img_00272.jpg,people_walking,a group of people walking down a street,a detailed description of people walking on a sidewalk
273,img_00273.jpg,people_walking,people crossing the street,a detailed description of people crossing the street
274,img_00274.jpg,people_walking,a group of people walking down a city street,a detailed description of the city ' s streets
275,img_00275.jpg,people_walking,a group of people standing on a street corner,a detailed description of people on a city street
276,img_00276.jpg,people_walking,a group of people walking down a street,a detailed description of people crossing the street in hong
277,img_00277.jpg,people_walking,people walking down the street at night,"a detailed description of the damage caused by a car that hit a pedestrian crossing in downtown on monday, jan 17, 2019"
278,img_00278.jpg,people_walking,a man and a woman walking down a sidewalk,a detailed description of a man and woman walking down a sidewalk
279,img_00279.jpg,people_walking,a black and white photo of cars on a road,a detailed description of the construction of the bridge
280,img_00280.jpg,people_walking,people walking down the street at night,a detailed description of a street scene at night with people crossing the street in front of a building
281,img_00281.jpg,people_walking,a group of people walking across a crosswalk,a detailed description of the crosswalk in new york
282,img_00282.jpg,people_walking,people crossing the street,"a detailed description of the crosswalk in tokyo, japan"
283,img_00283.jpg,people_walking,a black and white photo of people walking down the street,a detailed description of a street scene in black and white
284,img_00284.jpg,people_walking,a person walking down a street with a purple umbrella,a detailed description of a person walking down a street
285,img_00285.jpg,people_walking,a black and white photo of people walking down the street,a detailed description of black and white street photography by person
286,img_00286.jpg,people_walking,a man walking down a street in a city,a detailed description of a city street scene
287,img_00287.jpg,people_walking,a woman walking down a sidewalk in a city,a detailed description of a person walking down a sidewalk
288,img_00288.jpg,people_walking,a person walking down the sidewalk in a city,a detailed description of a person walking down the street
289,img_00289.jpg,people_walking,people walking across a busy street in the city,a detailed description of melbourne ' s best shopping streets
290,img_00290.jpg,people_walking,a group of people sitting on the side of a building,a detailed description of people walking on a sidewalk
291,img_00291.jpg,people_walking,a man standing in the middle of the street,a detailed description of people crossing the street
292,img_00292.jpg,people_walking,a group of people walking down a street,a detailed description of people walking down the street
293,img_00293.jpg,people_walking,a group of people walking down a city street,a detailed description of the best places to visit in copenhagen
294,img_00294.jpg,people_walking,tall buildings in the background,a detailed description of a city street
295,img_00295.jpg,people_walking,two people walking down the street,a detailed description of a building
296,img_00296.jpg,people_walking,a man walking across a crosswalk on a city street,a detailed description of a person crossing a street
297,img_00297.jpg,people_walking,a woman walking down the street in paris,a detailed description of the best street style in paris
298,img_00298.jpg,people_walking,a man and woman walking across a crosswalk,a detailed description of a couple walking down the street holding hands
299,img_00299.jpg,people_walking,a view of a city street with a stop sign,a detailed description of a city street
300,img_00300.jpg,people_walking,a man walking across a crosswalk on a city street,"a detailed description of the crosswalk in san, california"
301,img_00301.jpg,people_walking,three people walking down the street in front of a building,a detailed description of the street in front of my house
302,img_00302.jpg,people_walking,a man walking down the street carrying a newspaper,a detailed description of a man walking down the street
303,img_00303.jpg,people_walking,a person sitting on a bench in front of a building,a detailed description of a person sitting in front of a building
304,img_00304.jpg,people_walking,a man walking across the street in front of a building,a detailed description of the architecture of the city
305,img_00305.jpg,people_walking,a black and white photo of people walking down the street,a detailed description of people walking down a city street
306,img_00306.jpg,people_walking,a crowd of people crossing the street,a detailed description of a crowd of people crossing the street
307,img_00307.jpg,people_walking,two people standing on the side of a street,a detailed description of how to cross the street
308,img_00308.jpg,people_walking,a group of people walking down a sidewalk,a detailed description of a person walking on a sidewalk
309,img_00309.jpg,people_walking,a black and white photo of a bus on a city street,a detailed description of a train passing by a street sign
